,age,weight,height,gender,activity,kcal,breakfast,breakfast_kcal,lunch,lunch_kcal,dinner,dinner_kcal,total_kcal,workout,workout_kcal,label
2039-08-21 22:20:03.210235,23,75,176,male,mid,2697.0,"CHICKEN,BROILERS OR FRYERS,LEG,MEAT ONLY,CKD,RSTD",174,"RICE,WHITE,GLUTINOUS,RAW",370,"BF,CHK,CLD,SHLDR TNDR,MEDALLION,LN & FAT,0"" FAT,ALL GRDS,RAW",144,688,Stretching/Yoga,270.0,0
2039-08-22 22:20:03.210235,23,75,176,male,mid,2697.0,"SOUP,TOMATO,CND,PREP W/EQ VOLUME H2O,COMM",30,"SOUP,BLACK BEAN,CND,PREP W/ EQ VOLUME H2O",46,"CRANBERRIES,RAW",46,122,Rowing (50W),270.0,1
2039-08-23 22:20:03.210235,23,75,176,male,heavy,3001.5,"POPEYES,FRIED CHICK,MILD,THIGH,MEAT & SKN W/ BREADING",313,"SALAD DRSNG,RANCH DRSNG,FAT-FREE",119,"MILK,SHEEP,FLUID",108,540,"Cycling (v. hard, 16.1-19 mph)",945.0,1
2039-08-24 22:20:03.210235,23,75,176,male,light,2392.5,"PIKE,WALLEYE,RAW",93,"CHICKEN,ROASTING,LT MEAT,MEAT ONLY,RAW",109,"RICE CAKES,BROWN RICE,RYE",386,588,Sexual Activity (active),135.0,0
2039-08-25 22:20:03.210235,23,75,176,male,low,2088.0,"BREAD,CORNBREAD,DRY MIX,PREP",330,"CANDIES,SWEET CHOCOLATE",507,"ICE CREAMS,VANILLA",207,1044,Carrying Groceries (light),315.00000000000006,0
2039-08-26 22:20:03.210235,23,75,176,male,light,2392.5,"CEREALS RTE,ROLLED OATS,WHL WHEAT,RICE,MAPLE FLAV,W/ PECANS",422,"LAMB,DOM,SHLDR,ARM,LN&FAT,1/4""FAT,CHOIC,CKD,BRSD",346,"CEREALS RTE,GENERAL MILLS,RICE CHEX",375,1143,Running (7.5 mph 8 min/mile),990.0,0
2039-08-27 22:20:03.210235,23,75,176,male,very_heavy,3306.0,KASHI BLUEBERRY WAFFLE,192,"CEREALS RTE,KELLOGG,KELLOGG'S CINN MINI SWIRLZ",406,"MALTED DRK MIX,NAT,PDR",428,1026,Carrying Groceries (light),315.00000000000006,0
2039-08-28 22:20:03.210235,23,75,176,male,mid,2697.0,"JUICE,APPL,GRAPE & PEAR BLEND,W/ ADDED VIT C & CA",52,"PISTACHIO NUTS,RAW",562,"PUDDINGS,LEMON,DRY MIX,INST,PREP W/ WHL MILK",115,729,Sitting Activities (very light),135.0,0
2039-08-29 22:20:03.210235,23,75,176,male,mid,2697.0,SURIMI,99,"CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,STWD",181,"MOOSE,MEAT,RAW (ALASKA NATIVE)",103,383,Sitting Activities (very light),135.0,0
2039-08-30 22:20:03.210235,23,75,176,male,mid,2697.0,"BABYFOOD,CHERRY COBBLER,JR",78,"JAMS&PRESERVES,APRICOT",242,"BABYFOOD,FRUIT,BANANAS&PNAPPL W/TAPIOCA,STR",65,385,Trimming (manual),315.00000000000006,0
2039-08-31 22:20:03.210235,23,75,176,male,light,2392.5,"MILK,FILLED,FLUID,W/BLEND OF HYDR VEG OILS",63,"BEEF,GROUND,95% LN MEAT / 5% FAT,LOAF,CKD,BKD",174,"LING,RAW",87,324,Walking (3 mph 20 min/mile),270.0,0
2039-09-01 22:20:03.210235,23,75,176,male,mid,2697.0,"JEW'S EAR,(PEPEAO),RAW",25,"KELLOGG'S,SPL K,CRACKER CHIPS,SEA SALT",361,"SIDE DISHES,POTATO SALAD",114,500,Stretching/Yoga,270.0,0
2039-09-02 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"LASAGNA W/ MEAT & SAU,FRZ ENTREE",126,"CHICKEN,BROILERS OR FRYERS,NECK,MEAT&SKN,CKD SIMMRD",247,"STEW,MOOSE (ALASKA NATIVE)",55,428,Rowing (100W),540.0,1
2039-09-03 22:20:03.210235,23,75,176,male,low,2088.0,"CHESTNUTS,CHINESE,ROASTED",239,KELLOGG'S EGGO LOWFAT BLUEBERRY NUTRI - GRAIN WAFFLES,208,"SOUP,CHICK GUMBO,CND,COND",45,492,Standing (very light),180.0,0
2039-09-04 22:20:03.210235,23,75,176,male,mid,2697.0,"CEREALS RTE,KELLOGG,KELLOGG'S ALL-BRAN BRAN BUDS",250,"CHEESE,RICOTTA,WHOLE MILK",174,PAPRIKA,282,706,Swimming (light),450.0,0
2039-09-05 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"PREGO PASTA,FRSH MUSHROOM ITAL SAU,RTS",54,"OWL,HORNED,FLESH,RAW (ALASKA NATIVE)",136,"SOUP,CRM OF POTATO,CND,PREP W/ EQ VOLUME MILK",60,250,"Cycling (stationary, 250W)",990.0,1
2039-09-06 22:20:03.210235,23,75,176,male,light,2392.5,"CEREALS,OATS,REG & QUICK & INST,UNENR,CKD W/ H2O,W/ SALT",71,"BEEF,VAR MEATS&BY-PRODUCTS,TRIPE,RAW",85,"PORK,CURED,FEET,PICKLED",140,296,Sweeping,225.0,0
2039-09-07 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"PIZZA HUT 14"" SAUSAGE PIZZA,THIN 'N CRISPY CRUST",323,"BEEF,TENDERLOIN,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRLD",231,"BARLEY,PEARLED,RAW",352,906,"Sexual Activity (kissing, hugs)",90.0,0
2039-09-08 22:20:03.210235,23,75,176,male,light,2392.5,"CHESTNUTS,CHINESE,BLD&STMD",153,"MEATBALLS,MEATLESS",197,"CHEESE FOOD,IMITATION",257,607,Sexual Activity (active),135.0,0
2039-09-09 22:20:03.210235,23,75,176,male,mid,2697.0,"SANDWICH SPREAD,PORK,BEEF",235,"INF FORMULA,PBM PRODUCTS,STORE BRAND,SOY,RTF",63,"LIMA BNS,IMMAT SEEDS,CND,NO SALT,SOL&LIQUIDS",71,369,Sexual Activity (active),135.0,0
2039-09-10 22:20:03.210235,23,75,176,male,mid,2697.0,"LOMA LINDA BIG FRANKS,CND,UNPREP",218,"BEEF,CHK EYE STEAK,BNLESS,LN & FAT,0"" FAT,CHOIC,CKD,GRILLED",283,"GAME MEAT,BEEFALO,COMP OF CUTS,CKD,RSTD",188,689,Washing Dishes/Ironing,180.0,0
2039-09-11 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"FAST FD,PIZZA CHAIN,14"" PIZZA,CHS TOPPING,THICK CRUST",271,"BABYFOOD,DSSRT,PEACH MELBA,STR",60,"BEEF,CURED,SMOKED,CHOPD BF",133,464,Chopping Wood,405.0,0
2039-09-12 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"PRK,FRSH,TOP LOIN (CHPS),BNLESS,ENHCD,LN & FAT,CKD,PAN-BRLD",190,"BEEF,RIB EYE RST,BNLS,LP-ON,LN & FT,1/8"" FT,ALL GRD,CKD,RSTD",292,"FAST FOODS,COOKIES,CHOC CHIP",423,905,Cooking Food,180.0,0
2039-09-13 22:20:03.210235,23,75,176,male,mid,2697.0,"BURGER KING,FRENCH TOAST STKS",349,"LAMB,AUS,IMP,FRSH,LEG,SIRL CHOPS,BNLESS,LN&FAT,1/8""FAT,RAW",208,"SOYMILK (ALL FLAVORS),NONFAT,W/ ADDED CA,VITAMINS A & D",28,585,Stretching/Yoga,270.0,0
2039-09-14 22:20:03.210235,23,75,176,male,light,2392.5,"BEE,ASTRLN,WAGYU,RB,SMLEND RB STK/RST,BNLS,LN,MRBL SCR 9,RAW",330,"CHESTNUTS,EUROPEAN,DRIED,PEELED",369,"MAYONNAISE DRSNG,NO CHOL",688,1387,Child Care (standing),270.0,0
2039-09-15 22:20:03.210235,23,75,176,male,light,2392.5,"PLANTAINS,GRN,FRIED",309,"PIKI BREAD,MADE FROM BLUE CORNMEAL (HOPI)",390,"PIE FILLINGS,CHERRY,LO CAL",53,752,Circuit Training,630.0000000000001,0
2039-09-16 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"ORIENTAL MIX,RICE-BASED",506,KRAFT BREAKSTONE'S RED FAT SOUR CRM,152,"CEREALS,QUAKER,INST OATMEAL EXPRESS,GOLDEN BROWN SUGAR,DRY",372,1030,Weight Training (hard),450.0,0
2039-09-17 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"FAST FOODS,ENCHILADA,W/CHS",196,"CEREALS RTE,KASHI GRANOLA,MOUNTAIN MEDLEY CRL",416,"CARBONATED BEV,LO CAL,OTHER THAN COLA OR PEPPER,WO/ CAFFEINE",0,612,"Cycling (stationary, 50W)",225.0,0
2039-09-18 22:20:03.210235,23,75,176,male,low,2088.0,"BF,LOIN,BTTM SIRLOIN BUTT,TRI-TIP,LN,0"" FAT,ALL GRD,CKD,RSTD",182,"BISCUITS,PLN OR BTTRMLK,DRY MIX,PREP",335,"WHALE,BELUGA,FLIPPER,RAW (ALASKA NATIVE)",271,788,Bathing/Dressing,180.0,0
2039-09-19 22:20:03.210235,23,75,176,male,light,2392.5,"GRAVY,MUSHROOM,DRY,PDR",328,"LIMA BNS,IMMAT SEEDS,FRZ,FORDHOOK,CKD,BLD,DRND,WO/SALT",103,"PATE DE FOIE GRAS,CND (GOOSE LIVER PATE),SMOKED",462,893,"Running (6 mph, 10 min/mile)",720.0,0
2039-09-20 22:20:03.210235,23,75,176,male,mid,2697.0,"BABYFOOD,CRL,HI PROT,W/APPL&ORANGE,DRY",374,"CARROTS,CKD,BLD,DRND,W/SALT",35,"PEPPERS,SWT,GRN,CND,SOL&LIQUIDS",18,427,"Cycling (moderate, 12.1-14 mph)",630.0000000000001,1
2039-09-21 22:20:03.210235,23,75,176,male,low,2088.0,"OIL,SOYBN,SALAD OR COOKING",884,"BABYFOOD,CRL,MXD,PREP W/WHL MILK",96,"WORTHINGTON LOFAT FRI CHIK,CND,UNPREP",102,1082,"Running (5 mph, 12 min/mile)",540.0,0
2039-09-22 22:20:03.210235,23,75,176,male,heavy,3001.5,"CEREALS,CORN GRITS,YEL,REG & QUICK,UNENR,CKD W/ H2O,WO/ SALT",59,"BEEF,FLANK,STEAK,LN,0"" FAT,ALL GRDS,RAW",141,"COOKIES,CHOC CHIP,COMMLY PREP,SPL DIETARY",450,650,"Cycling (moderate, 12.1-14 mph)",630.0000000000001,0
2039-09-23 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BEEF,CHUCK,MOCK TENDER STEAK,BNLESS,LN & FAT,0"" FAT,SEL,CKD,",211,"OSCAR MAYER,SMMR SAUSAGE THURINGER CERVALAT",304,"OIL,CANOLA",884,1399,Rowing (100W),540.0,0
2039-09-24 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"MUFFINS,CORN,COMMLY PREP",305,"OYSTER,EASTERN,FARMED,CKD,DRY HEAT",79,"BEEF,RIB EYE STEK,BNLES,LIP OFF,LN & FAT,0"" FAT,SEL,CKD,GRLD",248,632,Playing with Kids (standing),225.0,0
2039-09-25 22:20:03.210235,23,75,176,male,mid,2697.0,"PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN,RAW",132,"BREAD,WHEAT",270,"CAMPBELL'S RED&WHITE,CRM OF CHIC W/ HERBS SOUP,COND",65,467,"Running (6.6 mph, 9 min/mile)",855.0,1
2039-09-26 22:20:03.210235,23,75,176,male,mid,2697.0,"KELLOGG'S,EGGO,WAFFLES,BLUEBERRY",265,"FAST FOODS,TACO SALAD W/CHILI CON CARNE",111,"SOYMILK (ALL FLAVORS),NONFAT,W/ ADDED CA,VITAMINS A & D",28,404,Aerobics (high impact),540.0,1
2039-09-27 22:20:03.210235,23,75,176,male,light,2392.5,"BALSAM-PEAR (BITTER GOURD),PODS,CKD,BLD,DRND,W/SALT",19,"BABYFOOD,DINNER,CHICK NOODLE,JR",55,"SOUP,CLAM CHOWDER,NEW ENGLAND,CND,RTS",79,153,Golf (walking + bag),405.0,1
2039-09-28 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CANDIES,MILK CHOC",535,"GARDENBURGER,VEGGIE MEDLEY BURGER",135,"CAMPBELL'S CHUNKY SOUPS,PORK RST CARROTS POTATOES SOUP",50,720,Aerobics (high impact),540.0,0
2039-09-29 22:20:03.210235,23,75,176,male,low,2088.0,"BEEF,TENDERLOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,CKD,BRLD",267,"BEEF,GROUND,90% LN MEAT / 10% FAT,RAW",176,"LAMB,GROUND,CKD,BRLD",283,726,Carrying Groceries (light),315.00000000000006,0
2039-09-30 22:20:03.210235,23,75,176,male,mid,2697.0,"MCDONALD'S,PREMIUM GRILLED CHICK CLASSIC SNDWCH",183,"LAMB,NZ,IMP,FRZ,LOIN,LN,CKD,BRLD",199,"BREAD,OATMEAL",269,651,"Running (8.6 mph, 7 min/mile)",1080.0,1
2039-10-01 22:20:03.210235,23,75,176,male,mid,2697.0,"CELTUCE,RAW",18,"BEEF,TOP LOIN PETIT RST/FILT,BNS,LN & FAT,1/8"" FAT,AL GRD,RW",187,"CANDIES,TAFFY,PREPARED-FROM-RECIPE",397,602,Running 5.5 mph (11 min/mile),630.0000000000001,1
2039-10-02 22:20:03.210235,23,75,176,male,mid,2697.0,"TURKEY,SKN FROM WHL,(LIGHT & DARK),RAW",407,"PREGO PASTA,CHNKY GRD MSHRM & GRN PPPR ITAL SAU,RTS",69,"ONIONS,CKD,BLD,DRND,W/SALT",42,518,"Cycling (stationary, 50W)",225.0,0
2039-10-03 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"PORK,CURED,HAM,WHL,LN&FAT,UNHTD",246,"PORK,FRSH,SPARERIBS,LN&FAT,RAW",277,"SOUP,ONION,DRY,MIX,PREP W/ H2O",12,535,"Running (8.6 mph, 7 min/mile)",1080.0,1
2039-10-04 22:20:03.210235,23,75,176,male,mid,2697.0,"BABYFOOD,VEG,SWT POTATOES,JR",60,"CEREALS RTE,GENERAL MILLS,TOTAL RAISIN BRAN",312,"APPLE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",46,418,Sitting Activities (very light),135.0,0
2039-10-05 22:20:03.210235,23,75,176,male,mid,2697.0,"AUSTIN,PB & J CRACKERS,SANDWICH-TYPE",484,"BEANS,SNAP,GREEN,RAW",31,"OIL,PAM COOKING SPRAY,ORIGINAL",792,1307,Swimming (light),450.0,0
2039-10-06 22:20:03.210235,23,75,176,male,light,2392.5,"BREAD,IRISH SODA,PREP FROM RECIPE",290,"SOUP,BF MUSHROOM,CND,PREP W/ EQ VOLUME H2O",30,"PEACHES,CND,EX LT SYRUP,SOL&LIQUIDS",42,362,"Cycling (light-moderate, 10-12 mph)",450.0,1
2039-10-07 22:20:03.210235,23,75,176,male,heavy,3001.5,"SHORTENING,INDUS,SOY (PART HYDROG),POURABLE LIQ FRY",884,"FAST FOODS,HMBURGR; SNG,REG PTTY; DBL BN W/ CNDMNT & SPL SAU",259,"SESAME SD KRNLS,TSTD,W/SALT (DECORT)",567,1710,Racquetball (recreational),315.00000000000006,0
2039-10-08 22:20:03.210235,23,75,176,male,mid,2697.0,"CHEESE,PAST PROCESS,CHEDDAR OR AMERICAN,LO NA",376,CANDIED FRUIT,322,KRAFT BREYERS LT NONFAT STR'BERY YOGURT (W/ASPRT&FRUCT SW'T),55,753,Rowing (50W),270.0,0
2039-10-09 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"APRICOTS,RAW",48,"BISCUITS,PLN OR BTTRMLK,REFR DOUGH,HIGHER FAT,BKD",352,"PACE,PICANTE SAU",25,425,Playing with Kids (sitting),180.0,0
2039-10-10 22:20:03.210235,23,75,176,male,low,2088.0,"TURKEY,DRUMSTK,SMOKED,CKD,W/SKN,BONE REMOVED",200,"COFFEE,INST,DECAFFEINATED,PDR",351,"V8 VEG JUC,LO NA V8",21,572,Swimming (light),450.0,0
2039-10-11 22:20:03.210235,23,75,176,male,heavy,3001.5,"RICE CAKES,BROWN RICE,SESAME SD",392,"OYSTER,PACIFIC,RAW",81,"FISH,COD,PACIFIC,UNTREATED,RAW",72,545,Chopping Wood,405.0,0
2039-10-12 22:20:03.210235,23,75,176,male,heavy,3001.5,ZWIEBACK,426,"PUMPKIN,CKD,BLD,DRND,WO/SALT",20,"PORK,CURED,HAM & H2O PRODUCT,RUMP,BONE-IN,LN & FAT,HTD,RSTD",186,632,"Calisthenics (push-ups, etc.)",360.0,0
2039-10-13 22:20:03.210235,23,75,176,male,low,2088.0,"BEANS,BKD,CND,W/PORK&TOMATO SAU",94,"PREGO PASTA,CHUNKY GARDEN MUSHROOM ITALIAN SAU,RTS",69,"INF FORM,ABBOTT ,SIMILAC,NEOSURE,PDR,W/ ARA & DHA",520,683,Weight Training (hard),450.0,0
2039-10-14 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"OIL,INDUSTRIAL,SOY (PARTHYDR ),PALM, ICINGS & FILLINGS",884,"VITASOY USA ORGANIC NASOYA SPROUTED,TOFU PLUS SUPER FIRM",115,"BREADFRUIT SEEDS,ROASTED",207,1206,Swimming (light),450.0,0
2039-10-15 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CANDIES,MARS SNACKFOOD US,MILKY WAY BAR",456,"TANGERINES,(MANDARIN ORANGES),CND,JUC PK,DRND",38,"POPEYES,FRIED CHICK,MILD,DRUMSTK,MEAT ONLY,SKN & BREADING RE",170,664,"Running (6 mph, 10 min/mile)",720.0,1
2039-10-16 22:20:03.210235,23,75,176,male,low,2088.0,"KELLOGG'S,EGGO,THICK & FLUFFY,WAFFLES,BROWN SUGAR",307,"PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STEAKS),LN & FAT,RAW",186,"TANGERINE JUC,FRZ CONC,SWTND,UNDIL",161,654,Carrying Groceries (light),315.00000000000006,0
2039-10-17 22:20:03.210235,23,75,176,male,light,2392.5,"BEEF,FLANK,STEAK,LN & FAT,0"" FAT,CHOIC,CKD,BRSD",263,"DOLPHINFISH,RAW",85,"OIL,OAT",884,1232,Golf (walking + bag),405.0,0
2039-10-18 22:20:03.210235,23,75,176,male,mid,2697.0,"VEAL,VAR MEATS&BY-PRODUCTS,HEART,CKD,BRSD",186,"CHEESE,GOAT,HARD TYPE",452,"CEREALS RTE,KELLOGG,KELLOGG'S SPL K RED BERRIES",357,995,Washing Dishes/Ironing,180.0,0
2039-10-19 22:20:03.210235,23,75,176,male,low,2088.0,"CANDIES,FONDANT,PREPARED-FROM-RECIPE",373,"EDAMAME,FRZ,UNPREP",110,"CHICKEN,ROASTING,LT MEAT,MEAT ONLY,RAW",109,592,"Cycling (v. hard, 16.1-19 mph)",945.0,1
2039-10-20 22:20:03.210235,23,75,176,male,light,2392.5,"PORK,FRSH,LOIN,BLDE (CHOPS OR ROAST),BNLESS,LN & FAT OLY,RAW",157,"COWPEAS,LEAFY TIPS,CKD,BLD,DRND,W/SALT",22,"FISH,SALMON,COHO (SILVER),RAW (ALASKA NATIVE)",140,319,Circuit Training,630.0000000000001,1
2039-10-21 22:20:03.210235,23,75,176,male,light,2392.5,"SOUP,FISH,HOMEMADE (ALASKA NATIVE)",72,"BEEF,CHK,UNDER BLADE POT RST,BNLESS,LN,0"" FAT,CHOIC,CKD,BRSD",231,"CANDIES,HERSHEY'S MILK CHOC W/ ALMOND BITES",550,853,"Walking (3.5 mph, 17 min/mile)",315.00000000000006,0
2039-10-22 22:20:03.210235,23,75,176,male,light,2392.5,"FAMOUS AMOS,VANILLA SNDWCH CREME COOKIES",485,"CEREALS RTE,KELLOGG'S SPL K CHOCOLATEY DELIGHT",381,"FRUIT JUC DRK,GREATER THAN 3% JUC,HI VIT C",46,912,"Cycling (stationary, 50W)",225.0,0
2039-10-23 22:20:03.210235,23,75,176,male,mid,2697.0,"KUMQUATS,RAW",71,"CRACKERS,MELBA TOAST,PLN,WO/SALT",390,"CHERRIES,SWT,CND,H2O PK,SOL&LIQUIDS",46,507,Circuit Training,630.0000000000001,1
2039-10-24 22:20:03.210235,23,75,176,male,low,2088.0,"KAMUT,UNCKD",337,"CHERIMOYA,RAW",75,"CHRYSANTHEMUM,GARLAND,CKD,BLD,DRND,WO/SALT",20,432,"Running (6 mph, 10 min/mile)",720.0,1
2039-10-25 22:20:03.210235,23,75,176,male,low,2088.0,"BEEF,SHRT LOIN,TOP LOIN,STEAK,LN & FAT,1/8"" FAT,ALL GRDS,RAW",228,"INF FORM,AB NUTR,SIMILAC,W/ IRON,LIQ CONC,NOT RECON",127,"HYACINTH BNS,MATURE SEEDS,RAW",344,699,"Sexual Activity (kissing, hugs)",90.0,0
2039-10-26 22:20:03.210235,23,75,176,male,low,2088.0,"FAST FOODS,BISCUIT W/ EGG & STEAK",277,"BREAD,WHEAT,WHITE WHEAT",238,"PIE,BANANA CRM,PREP FROM MIX,NO-BAKE TYPE",251,766,Rowing (100W),540.0,0
2039-10-27 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"SALMON,CHINOOK,CKD,DRY HEAT",231,"TOMATO PRODUCTS,CND,SAU,W/TOMATO TIDBITS",32,"BEEF,RND,TIP RND,RST,LN & FAT,0"" FAT,SEL,CKD,RSTD",181,444,Kayaking (leisure),180.0,0
2039-10-28 22:20:03.210235,23,75,176,male,mid,2697.0,"CANDIES,ROLO CARAMELS IN MILK CHOC",474,"OSCAR MAYER,WIENERS (BEEF FRANKS)",327,"SAUCE,SWT & SOUR,PREPARED-FROM-RECIPE",79,880,Cooking Food,180.0,0
2039-10-29 22:20:03.210235,23,75,176,male,heavy,3001.5,"VEAL,SHLDR,BLADE,LN,RAW",113,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POP TARTS,FRSTD CHERRY",393,"BABYFOOD,RICE&APPLS,DRY",396,902,Raking Leaves,315.00000000000006,0
2039-10-30 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CEREALS,CRM OF WHEAT,1 MINUTE,CKD W/ H2O,MICROWAVED,WO/ SALT",55,"PUMPKIN,CND,WO/SALT",34,"TURKEY,WHL,ENHANCED,MEAT ONLY,RAW",105,194,"Running (5 mph, 12 min/mile)",540.0,1
2039-10-31 22:20:03.210235,23,75,176,male,light,2392.5,"USDA COMMODITY,BF PATTIES W/VPP,FRZ,RAW",225,"BOLOGNA,CHICK,TURKEY,PORK",298,"FAST FOODS,HAMBURGER; SINGLE,REG PATTY; PLN",295,818,Laundry Folding/Making Bed,180.0,0
2039-11-01 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"WAFFLES,BTTRMLK,FRZ,RTH",273,"PIZZA HUT 14"" SUPER SUPREME PIZZA,HAND-TOSSED CRUST",248,"SPELT,UNCKD",338,859,"Mowing Lawn (walking, power)",360.0,0
2039-11-02 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CASHEW NUTS,DRY RSTD,WO/SALT",574,"HYACINTH BNS,MATURE SEEDS,CKD,BLD,W/SALT",117,"MIXED VEG & FRUIT JUC DRK,W/ ADDED NUTR",29,720,Running 5.5 mph (11 min/mile),630.0000000000001,0
2039-11-03 22:20:03.210235,23,75,176,male,heavy,3001.5,"FAST FOODS,SUNDAE,CARAMEL",196,"VEAL,LEG (TOP RND),LN,RAW",107,"APPLE JUC,CND OR BTLD,UNSWTND,WO/ ADDED VIT C",46,349,Swimming (light),450.0,1
2039-11-04 22:20:03.210235,23,75,176,male,light,2392.5,"BEEF,RIB,WHL (RIBS 6-12),LN&FAT,1/8""FAT,PRIME,CKD,RSTD",400,"SOUP,RAMEN NOODLE,CHICK FLAVOR,DRY",437,"SPICES,MUSTARD SD,GROUND",508,1345,Playing with Kids (sitting),180.0,0
2039-11-05 22:20:03.210235,23,75,176,male,low,2088.0,"CUSK,RAW",87,"SNACKS,GRANOLA BAR,KASHI TLC BAR,CRUNCHY,MXD FLAVORS",446,"CORN,YELLOW",365,898,"Cycling (moderate, 12.1-14 mph)",630.0000000000001,0
2039-11-06 22:20:03.210235,23,75,176,male,light,2392.5,"CHILI,NO BNS,CND ENTREE",118,"PEANUTS,VIRGINIA,RAW",563,"CROUTONS,SEASONED",465,1146,Playing with Kids (standing),225.0,0
2039-11-07 22:20:03.210235,23,75,176,male,light,2392.5,"KASHI,STEAM MEAL,SPINACH ARTICHOKE PASTA,FRZ ENTREE",103,"RICE FLOUR,BROWN",363,"APPLEBEE'S,MOZZARELLA STKS",320,786,"Cycling (stationary, 250W)",990.0,1
2039-11-08 22:20:03.210235,23,75,176,male,low,2088.0,"PORK,FRSH,SHLDR,(BOSTON BUTT),BLADE (STKS),LN & FAT,CKD,BRSD",267,"CEREALS,ROMAN MEAL WITH OATS,CKD W/ H2O,W/ SALT",71,"KENTUCKY FRIED CHICK,BISCUIT,ANALYZED PRIOR TO JANUARY 2007",356,694,Weight Training (hard),450.0,0
2039-11-09 22:20:03.210235,23,75,176,male,mid,2697.0,"PREGO PASTA,TRADITIONAL ITALIAN SAU,RTS",54,"CANDIES,ROLO CARAMELS IN MILK CHOC",474,"SPLIT PEA SOUP,CND,RED NA,PREP W/ H2O OR READY-TO SERVE",71,599,Swimming (moderate),630.0000000000001,1
2039-11-10 22:20:03.210235,23,75,176,male,mid,2697.0,"CHEESE,PAST PROCESS,AMERICAN,LOFAT",180,"BF,CHUCK,SHLDR CLOD,TOP BLADE,STEAK,LN & FAT,0"" FAT,SEL,RAW",166,"OSTRICH,TIP RAW",114,460,Washing Dishes/Ironing,180.0,0
2039-11-11 22:20:03.210235,23,75,176,male,heavy,3001.5,"BRAZILNUTS,DRIED,UNBLANCHED",656,"BEEF,CHUCK EYE COUNTRY-STYLE RIBS,BNLESS,LN,0"" FAT,SEL,CKD,B",221,"BEEF,ASTRLN,GRSFD,RND,TOPRND CAPOFF STK/RST,BNLS,LN & FT,RAW",129,1006,Washing Dishes/Ironing,180.0,0
2039-11-12 22:20:03.210235,23,75,176,male,low,2088.0,"V8 VEG JUC,LO NA SPICY HOT",21,"BABYFOOD,DSSRT,BANANA YOGURT,STR",78,"SALMON,CHINOOK,SMOKED,(LOX),REG",117,216,Weight Training (light),225.0,1
2039-11-13 22:20:03.210235,23,75,176,male,mid,2697.0,"CEREALS RTE,KASHI INDIGO MORNING",364,"DILL WEED,FRSH",43,"BEEF,BRISKET,FLAT HALF,LN&FAT,0""FAT,ALL GRDS,CKD,BRSD",213,620,Weight Training (hard),450.0,0
2039-11-14 22:20:03.210235,23,75,176,male,light,2392.5,"LING,RAW",87,"CHEESE,FETA",264,"BEEF,RND,EYE OF RND,RST,LN & FAT,1/8"" FAT,ALL GRDS,RAW",166,517,Racquetball (recreational),315.00000000000006,0
2039-11-15 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"CEREALS,CORN GRITS,YEL,REG & QUICK,ENR,DRY",368,"PIE CRUST,COOKIE-TYPE,PREP FR RECIPE,GRAHAM CRACKER,CHILLED",484,"SAUCE,WORCESTERSHIRE",78,930,Sweeping,225.0,0
2039-11-16 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"BEEF,AUSTRALIAN,WAGYU,EXTERNAL FAT,AUST. MARBLE SCORE 9,RAW",639,"POTATOES,O'BRIEN,HOME-PREPARED",81,"LAMB,DOM,RIB,LN&FAT,1/4""FAT,CHOIC,CKD,RSTD",359,1079,Child Care (sitting),225.0,0
2039-11-17 22:20:03.210235,23,75,176,male,very_heavy,3306.0,"PACE,ENCHILADA SAU",40,"WATER,BTLD,NON-CARBONATED,CALISTOGA",0,"MARGARINE,80% FAT,STK,INCL REG & HYDR CORN & SOYBN OILS",717,757,Aerobics (low impact),405.0,0
2039-11-18 22:20:03.210235,23,75,176,male,mid,2697.0,"CANDIES,KIT KAT WAFER BAR",518,"CRAYFISH,MXD SP,WILD,CKD,MOIST HEAT",82,"BEANS,WHITE,MATURE SEEDS,CND",114,714,"Running (10 mph, 6 min/mile)",1260.0000000000002,1
